@relation incendios

@attribute 'mediasR' numeric
@attribute 'mediasG' numeric
@attribute 'mediasB' numeric
@attribute 'desvStdR' numeric
@attribute 'desvStdG' numeric
@attribute 'desvStdB' numeric
@attribute 'entropiasR' numeric
@attribute 'entropiasG' numeric
@attribute 'entropiasB' numeric
@attribute 'modaBN' numeric
@attribute 'rangosContrasteR' numeric
@attribute 'rangosContrasteG' numeric
@attribute 'rangosContrasteB' numeric
@attribute 'pendienteOscuridad' numeric
@attribute 'pendienteBrillo' numeric
@attribute 'brilloLimpia' numeric
@attribute 'coeficientesCorrelacionR' numeric
@attribute 'coeficientesCorrelacionG' numeric
@attribute 'coeficientesCorrelacionB' numeric
@attribute 'factorContraste' numeric
@attribute 'anisotropiasR' numeric
@attribute 'anisotropiasG' numeric
@attribute 'anisotropiasB' numeric


@attribute 'class' {nada,humo,fuego}
@data
1.638,14.591,8.094,2.392,6.920,5.216,2.484,4.498,4.099,0,40,74,72,92.833,2.241,7,137.000,13.000,27.000,1.000,0.126,0.213,0.321,nada
2.026,22.092,12.093,3.403,8.780,7.166,2.570,4.914,4.698,0,68,126,102,52.125,1.688,11,110.000,8.000,10.000,0.957,0.076,0.319,0.015,nada
3.218,32.225,20.886,5.783,15.481,12.283,2.913,5.729,5.498,0,106,178,160,20.692,1.112,16,75.000,7.000,14.000,0.973,0.234,0.406,0.284,nada
4.526,42.010,28.893,7.770,17.543,16.136,3.113,5.956,5.948,0,112,188,178,8.522,0.845,23,67.000,2.000,2.000,0.974,0.120,0.380,0.382,nada
6.167,45.735,34.949,7.906,13.278,11.987,3.691,5.600,5.606,0,84,170,152,6.839,0.946,28,51.000,5.000,5.000,0.892,0.610,0.026,0.379,nada
10.056,42.836,43.980,9.983,16.184,13.216,4.584,5.831,5.739,0,130,194,202,5.933,0.791,32,28.000,2.000,5.000,0.955,0.310,0.427,0.360,nada
9.062,28.790,37.598,8.706,11.951,12.250,4.623,5.320,5.549,0,114,174,180,11.545,1.090,23,17.000,4.000,6.000,0.949,0.136,0.167,0.211,nada
7.520,31.177,28.739,8.054,14.535,11.975,4.353,5.585,5.468,0,204,246,240,17.357,1.008,20,26.000,9.000,9.000,0.983,0.279,0.394,0.307,nada
5.427,12.272,11.948,3.636,5.500,5.254,3.640,4.100,4.122,0,62,82,82,54.400,2.220,9,56.000,14.000,142.000,0.949,0.420,0.446,0.435,nada
1.906,4.616,5.620,1.400,2.610,2.716,2.268,3.065,3.144,0,22,36,38,420.000,5.345,3,260.000,90.000,104.000,1.000,0.413,0.339,0.251,nada
1.856,10.859,6.681,2.392,5.761,4.682,2.652,4.186,3.938,0,38,68,60,166.500,2.709,5,127.000,25.000,34.000,1.000,0.171,0.260,0.233,nada
2.035,13.005,9.272,2.863,7.365,6.267,2.743,4.551,4.376,0,50,76,68,130.000,2.139,7,106.000,15.000,18.000,1.000,0.226,0.223,0.003,nada
2.436,14.552,10.979,3.618,7.855,7.077,2.869,4.642,4.557,0,50,86,82,113.250,1.833,6,88.000,12.000,15.000,1.000,1.985,0.164,0.019,nada
2.928,17.649,14.428,4.083,8.784,8.006,3.115,4.871,4.875,0,60,92,106,54.429,1.540,10,85.000,7.000,8.000,1.000,0.159,0.042,0.053,nada
4.895,21.693,22.782,5.486,9.601,10.709,3.833,5.039,5.347,0,74,116,118,23.500,1.160,15,41.000,14.000,14.000,0.961,0.130,0.403,0.427,nada
5.776,18.915,25.599,6.202,11.185,12.531,4.015,5.056,5.405,0,76,128,126,98.250,1.566,16,37.000,8.000,27.000,0.965,0.079,0.298,0.469,nada
5.251,16.682,23.975,5.919,9.684,11.339,3.900,4.900,5.303,0,60,110,136,82.750,1.319,15,36.000,9.000,8.000,0.962,0.235,0.281,0.214,nada
4.178,13.506,15.701,4.542,8.080,8.526,3.651,4.661,4.937,0,68,104,104,107.500,1.713,10,38.000,11.000,63.000,0.957,1.166,0.309,0.308,nada
2.924,7.683,6.878,2.561,4.978,4.143,3.092,3.759,3.677,0,40,72,62,251.500,4.056,5,68.000,35.000,69.000,1.000,0.468,0.494,0.496,nada
1.783,4.724,4.502,1.851,3.588,3.307,2.442,3.243,3.289,0,56,88,86,494.000,4.731,3,116.000,74.000,79.000,1.000,0.418,0.427,0.406,nada
1.039,2.950,2.443,1.383,3.112,2.607,1.858,2.862,2.591,0,78,90,92,1497.000,9.051,1,139.000,84.000,116.000,1.000,0.763,0.310,0.273,nada
0.925,3.243,2.488,1.285,3.560,2.790,1.822,2.989,2.717,0,28,50,42,789.000,7.606,1,176.000,91.000,134.000,1.000,0.367,0.225,0.014,nada
1.068,4.158,3.064,1.620,4.773,3.589,2.007,3.230,3.009,0,28,60,52,45.000,5.815,1,173.000,83.000,150.000,1.000,0.222,0.322,0.312,nada
1.376,4.870,3.869,1.996,6.268,4.846,2.227,3.453,3.273,0,34,80,68,432.000,6.433,1,151.000,51.000,68.000,1.000,0.353,0.390,0.328,nada
2.033,7.449,8.923,3.592,9.760,12.054,2.592,3.731,3.926,0,76,100,114,0.000,6.055,0,82.000,31.000,31.000,1.000,0.234,0.407,0.424,nada
2.637,9.209,12.807,3.940,10.802,14.809,2.907,3.746,3.943,0,72,100,120,0.000,6.941,0,91.000,39.000,31.000,1.000,0.339,0.440,0.454,nada
2.516,7.701,10.964,3.635,9.372,12.896,2.838,3.511,3.644,0,58,82,96,0.000,6.953,0,105.000,49.000,37.000,1.000,0.265,0.389,0.404,nada
2.041,6.055,8.599,2.632,7.227,10.196,2.692,3.429,3.659,0,46,80,82,0.000,6.322,0,109.000,55.000,41.000,1.000,0.298,0.264,0.411,nada
1.329,3.877,4.222,1.993,4.900,5.498,2.228,3.207,3.358,0,42,62,62,0.000,5.961,1,108.000,57.000,56.000,1.000,0.348,0.322,0.334,nada
0.841,2.427,1.874,1.024,2.808,2.127,1.699,2.832,2.577,0,24,38,36,471.000,7.480,1,278.000,95.000,121.000,1.000,0.013,0.345,0.248,nada
23.051,25.085,28.434,5.857,5.375,4.256,4.424,4.293,4.018,0,82,80,78,26.913,2.668,24,17.000,19.000,65.000,0.594,0.392,0.406,0.398,nada
29.691,31.449,32.952,6.123,5.716,5.113,4.612,4.490,4.276,0,116,110,108,17.000,2.267,31,21.000,17.000,46.000,0.651,0.209,0.297,0.024,nada
31.996,32.385,36.916,8.591,8.811,8.636,4.454,4.436,4.400,0,288,288,290,19.515,2.901,32,36.000,47.000,37.000,0.818,0.366,0.353,0.341,nada
31.497,32.687,36.573,5.394,5.208,4.656,4.276,4.196,3.959,0,190,190,190,19.000,2.726,33,48.000,50.000,59.000,0.704,0.384,0.396,0.262,nada
31.981,33.502,37.000,5.853,5.831,5.763,3.986,3.924,3.871,0,286,286,286,23.152,3.441,33,54.000,53.000,64.000,0.781,0.187,0.232,0.226,nada
32.095,33.626,36.945,6.509,6.299,6.189,3.979,3.812,3.749,0,282,282,286,25.909,3.851,33,33.000,36.000,82.000,0.755,0.402,0.290,0.287,nada
30.517,32.568,36.763,7.741,7.477,7.249,4.303,4.122,3.926,0,358,358,362,23.467,3.129,32,39.000,40.000,50.000,0.874,0.437,0.433,0.443,nada
30.717,33.118,36.604,5.444,5.013,4.027,4.392,4.269,3.973,0,86,82,82,18.129,2.509,32,50.000,64.000,63.000,0.494,0.422,0.449,0.335,nada
28.869,31.069,35.261,4.252,3.974,3.348,4.066,3.955,3.740,0,82,76,74,21.129,2.924,31,55.000,34.000,79.000,0.494,0.327,0.321,0.312,nada
31.228,33.646,37.432,7.705,7.437,6.287,4.580,4.504,4.157,0,318,318,318,18.419,2.549,32,40.000,42.000,20.000,0.824,0.024,0.049,0.225,nada
26.163,27.470,29.666,6.975,6.822,5.123,4.652,4.596,4.238,0,110,110,110,22.583,2.346,26,39.000,40.000,57.000,0.679,0.050,0.029,0.001,nada
26.783,28.428,30.240,5.942,5.807,4.748,4.565,4.526,4.253,0,90,88,84,15.704,1.860,28,14.000,14.000,27.000,0.583,0.225,0.145,0.108,nada
27.408,28.347,31.590,5.354,5.344,4.488,4.266,4.219,3.984,0,188,186,190,22.071,2.722,28,55.000,27.000,59.000,0.710,0.354,0.370,0.343,nada
30.515,32.572,35.431,5.154,4.878,4.247,4.273,4.183,4.034,0,100,100,104,20.677,2.862,32,22.000,63.000,52.000,0.560,0.354,0.306,0.345,nada
26.629,28.549,31.960,3.849,3.732,3.686,3.799,3.785,3.789,0,106,106,108,30.074,3.561,28,32.000,32.000,75.000,0.570,0.298,0.015,0.085,nada
26.709,28.754,31.959,4.572,4.482,4.374,3.963,3.906,3.854,0,106,102,108,27.000,3.330,28,27.000,21.000,79.000,0.565,0.252,0.249,0.268,nada
27.632,29.948,33.485,4.614,4.145,3.699,4.183,4.017,3.879,0,78,72,74,23.655,3.035,29,51.000,31.000,51.000,0.507,0.024,0.063,0.328,nada
28.768,31.468,34.692,4.564,4.295,3.704,4.080,4.006,3.828,0,82,86,84,26.233,3.498,30,29.000,26.000,48.000,0.482,0.948,0.407,1.124,nada
27.013,29.715,33.554,4.974,4.766,3.719,4.125,4.058,3.808,0,62,64,62,35.346,4.013,29,36.000,34.000,97.000,0.408,0.359,0.376,0.400,nada
29.533,32.273,35.671,7.182,6.836,5.873,4.375,4.300,4.001,0,322,322,322,25.621,3.288,30,50.000,52.000,60.000,0.843,0.225,0.242,0.306,nada
24.293,26.287,30.160,5.355,5.309,4.547,4.175,4.113,4.023,0,94,92,90,31.458,3.268,25,77.000,73.000,26.000,0.600,0.514,0.242,0.209,nada
26.034,28.086,30.197,5.877,5.778,4.670,4.471,4.430,4.171,0,104,106,90,19.231,2.183,27,48.000,34.000,21.000,0.632,0.046,0.044,0.095,nada
26.418,27.234,30.861,4.352,4.388,3.721,4.034,3.968,3.793,0,96,104,102,30.393,3.749,27,38.000,81.000,70.000,0.605,0.321,0.789,0.766,nada
26.937,29.065,32.384,4.789,4.542,3.981,4.213,4.096,3.926,0,66,60,58,23.885,2.712,28,58.000,105.000,38.000,0.463,0.325,0.205,0.263,nada
25.904,27.671,31.017,3.838,3.600,3.230,3.902,3.789,3.664,0,70,72,58,30.815,3.649,27,67.000,81.000,104.000,0.508,0.240,0.319,0.356,nada
24.307,26.337,29.757,4.817,4.404,3.586,4.193,4.014,3.770,0,62,60,52,29.583,3.074,26,23.000,100.000,88.000,0.460,0.328,0.372,0.383,nada
25.047,27.810,31.206,5.164,4.849,4.123,4.216,4.090,3.885,0,106,106,110,26.462,3.004,27,23.000,86.000,35.000,0.605,0.072,0.221,0.368,nada
27.107,29.761,32.133,4.808,4.333,3.759,4.208,4.045,3.888,0,104,104,110,24.333,2.882,29,56.000,72.000,77.000,0.605,0.044,0.022,0.097,nada
25.468,28.107,31.403,5.477,5.213,3.811,4.245,4.189,3.851,0,72,70,64,29.000,3.013,27,69.000,23.000,86.000,0.500,0.308,0.333,0.276,nada
27.641,30.572,33.695,7.300,6.932,5.335,4.586,4.516,4.118,0,168,168,172,24.760,2.691,28,14.000,17.000,70.000,0.689,0.333,0.395,0.371,nada
25.115,26.966,31.743,4.687,4.343,4.226,4.020,3.851,3.798,0,114,114,114,30.615,3.476,27,23.000,121.000,125.000,0.600,0.008,0.074,0.026,nada
24.404,26.521,30.804,4.428,4.167,3.895,4.041,3.969,3.858,0,70,66,64,33.042,3.433,26,34.000,31.000,38.000,0.486,0.308,0.149,0.239,nada
24.528,25.856,30.369,3.407,3.120,2.911,3.680,3.486,3.456,0,94,94,94,36.115,4.100,26,80.000,103.000,105.000,0.595,0.307,0.401,0.314,nada
14.118,3.154,2.951,8.781,2.737,3.095,4.918,3.186,3.178,0,142,60,76,88.000,1.470,6,5.000,33.000,39.000,1.000,0.440,0.291,0.328,nada
83.402,21.493,6.793,40.283,19.297,8.830,7.157,5.681,4.049,1,358,188,134,8.455,0.381,37,0.000,5.000,24.000,0.982,0.012,0.025,0.295,humo
132.407,40.739,3.257,13.629,11.502,3.060,5.770,5.506,3.270,1,170,132,44,2.820,0.887,59,2.000,3.000,51.000,0.461,0.340,0.375,0.429,humo
195.431,78.584,2.473,30.732,22.253,3.023,6.615,6.189,2.964,1,238,318,48,1.658,0.704,86,1.000,6.000,43.000,0.446,0.487,0.474,0.301,humo
236.537,137.703,3.762,27.347,45.681,5.124,4.867,7.237,3.326,2,186,356,70,0.802,0.783,132,28.000,0.000,49.000,0.402,0.322,0.408,0.453,fuego
126.784,35.826,3.624,22.184,15.751,3.562,6.398,5.880,3.421,1,272,184,42,2.405,0.474,54,2.000,5.000,40.000,0.643,0.442,0.401,0.301,humo
88.738,12.597,5.200,10.930,6.237,3.838,5.410,4.614,3.764,0,128,76,60,6.182,0.919,34,6.000,10.000,18.000,0.506,0.436,0.414,0.343,humo
87.116,11.187,4.871,8.734,4.973,3.735,5.153,4.331,3.717,0,114,62,54,7.909,1.176,34,4.000,14.000,22.000,0.507,0.078,0.844,0.689,humo
48.816,4.706,4.888,20.612,3.491,3.221,6.168,3.662,3.596,0,168,54,52,14.300,0.584,19,1.000,22.000,27.000,0.907,0.428,0.039,0.259,humo
18.743,2.833,3.174,6.763,2.239,2.577,4.764,3.006,3.193,0,76,36,36,59.833,1.446,8,12.000,37.000,32.000,1.000,0.259,0.141,0.240,nada
18.835,5.380,3.515,26.498,11.927,7.787,5.374,3.602,3.094,0,360,208,170,213.500,1.846,3,5.000,17.000,33.000,1.000,0.496,0.480,0.483,nada
56.133,18.252,7.975,53.394,27.130,13.383,6.959,5.015,3.982,0,470,258,214,43.200,0.864,8,0.000,7.000,22.000,0.986,0.447,0.394,0.407,nada
141.521,54.275,5.516,36.742,22.468,9.278,6.644,5.906,3.739,1,422,226,158,2.357,0.892,71,0.000,1.000,22.000,0.968,0.463,0.421,0.401,humo
216.808,108.261,3.294,33.180,40.093,5.323,6.217,6.977,3.189,1,238,416,106,0.727,0.732,104,3.000,1.000,37.000,0.508,0.479,0.479,0.460,fuego
230.533,139.905,4.452,28.724,54.108,6.749,5.384,7.349,3.395,2,188,384,92,0.567,0.563,129,8.000,0.000,40.000,0.421,0.453,0.406,0.235,fuego
137.420,44.482,3.092,18.419,15.000,3.196,6.163,5.845,3.195,1,186,146,46,2.246,0.706,62,1.000,2.000,49.000,0.500,0.321,0.260,0.906,humo
97.089,14.721,4.493,7.278,5.857,3.939,4.869,4.529,3.641,1,128,100,70,7.541,1.280,38,7.000,10.000,28.000,0.495,0.313,0.328,0.265,humo
96.474,14.208,4.596,9.952,5.554,3.708,5.306,4.491,3.644,1,132,90,76,6.270,1.064,38,3.000,12.000,25.000,0.551,0.304,0.223,0.067,humo
59.839,5.619,4.494,21.964,4.089,3.051,6.294,3.892,3.513,0,202,64,48,4.759,0.611,24,6.000,20.000,29.000,0.930,0.444,0.109,0.104,humo
24.986,2.743,3.646,7.997,2.161,2.572,4.999,2.972,3.269,0,100,36,38,28.750,1.420,10,6.000,56.000,46.000,0.933,0.417,0.439,0.411,nada
41.656,10.180,7.606,32.634,17.795,10.698,6.163,4.477,4.234,0,416,268,190,23.636,1.070,12,5.000,11.000,20.000,1.000,0.452,1.204,0.160,nada
61.028,15.571,9.128,42.260,25.338,14.632,6.812,4.968,4.263,0,480,292,242,12.500,0.726,16,2.000,6.000,20.000,0.987,0.483,0.486,0.469,nada
169.571,79.908,7.372,67.947,58.900,10.804,7.180,7.138,3.911,1,472,504,152,1.101,0.590,89,1.000,1.000,27.000,0.935,0.394,0.427,0.217,fuego
244.820,176.089,7.815,14.464,47.172,10.188,4.308,7.366,4.097,2,130,360,130,0.612,0.627,145,17.000,0.000,19.000,0.369,0.268,0.390,0.293,fuego
226.490,138.908,7.396,34.238,57.588,11.652,5.518,7.501,4.038,2,216,408,160,0.576,0.554,128,7.000,4.000,20.000,0.494,0.225,0.448,0.357,fuego
141.524,48.487,3.291,20.364,15.775,4.702,6.022,5.701,3.262,1,332,354,144,3.125,1.047,64,2.000,3.000,50.000,0.692,0.445,0.436,0.197,humo
113.174,26.322,4.399,22.441,14.975,4.277,6.429,5.830,3.643,1,248,154,92,1.982,0.558,47,0.000,1.000,30.000,0.676,0.381,0.307,0.037,humo
96.790,16.402,4.886,9.656,6.656,4.164,5.289,4.747,3.736,1,140,110,92,5.375,1.000,39,4.000,10.000,26.000,0.546,0.310,0.078,0.179,humo
69.701,8.237,5.199,16.503,5.601,3.846,5.919,4.354,3.734,0,186,92,84,8.810,0.791,26,1.000,11.000,22.000,0.711,0.470,0.251,0.171,humo
44.391,3.916,4.711,8.959,3.199,3.398,5.127,3.371,3.539,0,172,128,132,19.733,1.233,17,8.000,33.000,25.000,0.818,0.452,0.149,0.290,nada
42.596,7.642,7.403,19.343,11.297,8.860,5.712,4.281,4.270,0,298,190,154,19.385,1.041,14,9.000,20.000,14.000,0.928,0.306,0.369,0.363,nada
111.271,38.232,7.878,62.324,34.849,11.559,7.209,5.889,4.036,1,426,238,174,6.929,0.402,24,0.000,4.000,25.000,0.928,0.051,0.111,0.289,nada
205.335,101.143,4.054,32.184,41.857,6.608,5.814,6.345,3.377,1,310,468,128,1.663,0.892,89,2.000,2.000,36.000,0.662,0.389,0.371,0.260,fuego
247.543,177.319,13.473,9.444,37.599,14.780,3.878,7.144,4.789,2,100,356,150,0.646,0.641,143,25.000,0.000,15.000,0.331,0.203,0.163,0.284,fuego
244.505,148.793,9.855,15.126,39.263,13.573,4.432,7.195,4.343,2,176,390,192,0.937,0.915,131,11.000,0.000,16.000,0.448,0.092,0.378,0.162,fuego
178.956,69.961,3.882,23.767,17.587,6.659,6.147,5.700,3.359,1,244,252,106,2.506,1.209,81,2.000,4.000,28.000,0.457,0.396,0.299,0.105,humo
132.259,34.817,4.701,23.963,14.969,5.195,6.361,5.792,3.719,1,338,224,88,2.872,0.649,54,2.000,4.000,30.000,0.626,0.471,0.420,0.328,humo
96.854,15.771,4.985,11.199,7.255,4.187,5.447,4.843,3.763,1,140,100,70,5.794,0.891,38,6.000,6.000,24.000,0.511,0.074,0.002,0.086,humo
82.163,13.208,5.103,19.179,8.070,3.674,6.081,4.921,3.715,0,164,76,52,5.875,0.610,33,3.000,5.000,22.000,0.634,0.434,0.398,0.244,humo
55.732,5.547,5.613,11.388,4.482,4.207,5.508,3.875,3.819,0,208,136,136,9.833,1.022,22,3.000,18.000,15.000,0.870,0.199,0.326,0.332,humo
114.685,40.210,6.179,26.943,16.984,8.752,6.148,5.596,3.946,1,318,194,146,3.552,1.046,57,1.000,4.000,20.000,0.932,0.339,0.313,0.833,humo
132.256,50.674,5.438,45.870,26.220,9.119,6.938,5.966,3.704,1,398,212,164,1.680,0.700,72,0.000,2.000,26.000,0.904,0.195,0.238,0.155,humo
195.260,94.621,4.767,31.976,38.679,8.343,5.647,5.847,3.535,1,202,358,114,3.134,1.486,83,2.000,12.000,24.000,0.427,0.476,0.483,0.418,fuego
227.431,124.340,11.905,40.277,47.066,13.921,5.556,7.448,4.594,2,358,510,162,0.652,0.699,129,4.000,0.000,16.000,0.758,0.435,0.342,0.115,fuego
235.616,123.384,6.499,24.991,34.904,8.436,5.285,7.059,3.879,2,272,430,102,0.897,0.876,125,5.000,0.000,30.000,0.578,0.143,0.053,0.135,fuego
181.950,70.923,3.922,13.521,11.152,5.958,5.724,5.445,3.417,1,228,208,138,1.670,0.880,85,3.000,3.000,36.000,0.437,0.361,0.351,0.253,humo
190.724,64.666,6.542,44.876,27.675,9.180,6.883,6.723,3.889,1,310,370,266,0.650,0.551,84,1.000,0.000,28.000,0.698,0.443,0.396,0.167,humo
124.854,28.924,4.249,35.451,21.236,3.897,6.814,6.093,3.584,1,372,284,52,3.143,0.500,44,2.000,1.000,34.000,0.714,0.418,0.396,0.155,humo
112.072,26.990,3.966,10.366,7.208,3.482,5.394,4.864,3.466,1,132,100,52,4.851,1.096,47,4.000,9.000,32.000,0.414,0.343,0.246,0.107,humo
83.954,15.416,5.101,23.911,9.228,4.145,6.370,5.082,3.795,1,256,94,54,3.140,0.637,36,3.000,3.000,21.000,0.913,0.368,0.071,0.156,humo
105.429,33.294,4.658,15.306,10.300,4.869,5.726,5.294,3.711,1,230,136,100,3.958,0.918,48,1.000,5.000,21.000,0.802,0.445,0.462,0.308,humo
131.664,51.785,3.246,14.379,10.031,3.427,5.781,5.300,3.279,1,144,118,56,2.517,0.741,62,2.000,3.000,47.000,0.393,0.482,0.473,0.354,humo
181.430,82.906,4.699,33.325,23.997,8.367,6.714,6.284,3.552,1,294,426,294,1.415,0.671,83,0.000,3.000,36.000,0.636,0.431,0.310,0.406,humo
208.315,116.017,24.556,51.021,57.979,32.246,6.335,7.727,5.396,2,374,510,412,0.380,0.389,122,3.000,0.000,10.000,0.829,0.032,0.125,0.149,fuego
198.923,91.453,4.917,49.188,40.819,6.965,6.918,7.265,3.600,1,368,488,108,0.496,0.492,102,1.000,0.000,40.000,0.775,0.422,0.454,0.458,fuego
197.205,81.459,4.149,20.647,16.283,5.792,6.217,5.909,3.488,1,220,220,114,1.238,0.812,95,1.000,1.000,26.000,0.426,0.464,0.455,0.379,humo
212.885,82.570,8.485,40.837,29.215,12.958,6.390,6.798,4.138,1,328,364,210,0.842,0.748,108,2.000,0.000,21.000,0.714,0.236,0.281,0.399,humo
209.677,82.446,4.018,35.858,23.547,5.494,6.428,6.405,3.434,1,270,278,94,0.723,0.632,96,2.000,1.000,38.000,0.532,0.455,0.451,0.353,fuego
147.263,54.243,2.407,16.789,10.215,2.379,5.843,5.220,2.902,1,156,112,44,2.446,0.837,65,6.000,8.000,74.000,0.351,0.429,0.427,0.314,humo
103.777,28.640,4.532,31.989,17.089,4.502,6.747,5.880,3.687,1,290,136,62,1.484,0.477,49,0.000,2.000,27.000,0.880,0.439,0.422,0.236,humo
96.377,33.250,5.151,30.064,17.464,5.173,6.555,5.954,3.834,1,294,164,106,2.222,0.476,47,0.000,1.000,18.000,0.843,0.474,0.442,0.353,humo
139.594,61.199,4.802,19.302,14.388,5.828,6.144,5.730,3.691,1,322,222,96,2.227,0.778,68,1.000,2.000,35.000,0.811,0.069,0.138,0.219,humo
190.997,92.153,7.642,35.191,26.976,11.912,6.855,6.677,3.964,1,380,388,242,0.964,0.465,93,0.000,0.000,19.000,0.796,0.400,0.373,0.374,humo
201.436,112.632,27.704,49.725,59.001,29.545,6.557,7.744,5.527,1,384,510,336,0.261,0.289,117,3.000,0.000,8.000,0.830,0.080,0.001,0.064,fuego
230.458,116.476,8.698,30.200,34.607,14.825,5.704,6.901,4.116,2,282,480,208,1.722,1.682,123,4.000,0.000,16.000,0.633,0.382,0.298,0.137,fuego
234.018,116.994,6.606,17.256,26.361,10.440,5.511,6.497,3.942,1,160,326,164,1.018,0.760,116,6.000,2.000,27.000,0.399,0.212,0.364,0.296,fuego
217.013,101.221,15.119,35.051,47.641,18.203,6.320,7.487,4.753,1,308,510,202,0.451,0.414,112,3.000,0.000,15.000,0.707,0.181,0.307,0.319,fuego
216.891,84.001,4.089,27.173,21.257,5.481,6.365,6.379,3.360,1,298,292,70,1.170,0.683,100,1.000,1.000,42.000,0.585,0.493,0.440,0.069,humo
165.490,67.393,2.030,17.407,9.891,2.174,6.038,5.275,2.718,1,162,104,42,2.037,0.965,78,2.000,5.000,51.000,0.299,0.431,0.372,0.051,humo
140.436,51.714,3.479,30.960,17.792,5.097,6.010,5.361,3.330,1,300,156,96,2.549,0.984,71,0.000,9.000,33.000,0.837,0.417,0.308,0.166,humo
55.569,15.258,6.581,34.001,16.972,7.378,6.370,5.112,4.140,0,308,176,128,15.077,0.810,13,6.000,7.000,17.000,0.960,0.460,0.436,0.142,nada
113.451,45.135,6.729,33.311,22.515,9.038,6.859,6.219,3.913,1,352,226,186,1.508,0.454,58,1.000,1.000,27.000,0.890,0.298,0.285,0.352,humo
139.190,56.507,9.592,44.144,33.258,14.253,7.399,6.900,4.096,1,450,408,224,0.925,0.330,66,0.000,0.000,23.000,0.900,0.169,0.029,0.300,humo
180.657,92.415,26.189,59.223,60.468,30.718,6.997,7.685,5.452,1,416,510,458,0.633,0.195,94,2.000,0.000,9.000,0.884,0.105,0.065,0.003,fuego
238.047,143.139,20.277,24.220,47.415,31.181,5.139,7.168,5.120,2,304,506,414,1.048,1.008,127,5.000,0.000,11.000,0.738,0.292,0.376,0.394,fuego
245.138,138.102,11.289,12.537,30.972,15.873,4.552,6.593,4.677,2,188,396,186,1.427,1.351,126,9.000,2.000,12.000,0.471,0.339,0.242,0.036,fuego
220.364,107.226,19.877,35.428,43.786,22.064,6.177,7.383,5.208,1,412,494,244,0.469,0.373,117,2.000,0.000,10.000,0.853,0.241,0.274,0.359,fuego
220.759,89.401,4.887,27.092,20.928,6.992,6.327,6.271,3.589,1,324,310,108,1.047,0.745,107,1.000,1.000,38.000,0.665,0.075,0.041,0.053,fuego
174.844,74.513,1.766,20.790,12.287,2.026,6.312,5.584,2.557,1,202,126,22,1.548,0.621,83,2.000,5.000,113.000,0.329,0.457,0.415,0.165,humo
129.103,49.574,4.531,54.686,27.771,7.723,6.771,5.620,3.518,1,402,196,138,1.700,0.777,77,0.000,2.000,29.000,0.982,0.473,0.452,0.418,humo
68.569,14.000,5.350,17.983,8.825,4.266,6.059,5.042,3.839,0,190,100,56,4.828,0.619,29,1.000,5.000,21.000,0.800,0.461,0.357,0.065,humo
81.179,19.297,6.316,23.913,15.150,6.820,6.496,5.635,4.002,0,356,220,104,5.043,0.500,32,1.000,3.000,25.000,0.863,0.394,0.343,0.152,humo
69.304,18.322,7.318,45.001,22.653,10.945,7.169,5.420,4.090,0,460,264,166,15.875,0.514,18,4.000,7.000,21.000,0.986,0.375,0.302,0.089,nada
96.055,34.944,14.909,66.073,46.584,22.888,7.516,6.121,4.712,0,486,472,366,9.889,0.362,22,0.000,3.000,12.000,0.961,0.101,0.224,0.529,fuego
209.388,99.643,10.229,47.650,38.800,18.189,6.746,6.925,4.170,1,426,510,248,0.903,0.855,112,1.000,1.000,25.000,0.873,0.479,0.473,0.391,fuego
239.011,140.822,13.781,21.363,40.532,17.184,5.044,7.219,4.867,2,324,510,208,0.633,0.638,129,5.000,0.000,12.000,0.729,0.242,0.106,0.081,fuego
182.012,88.477,20.516,68.147,54.716,23.658,7.160,7.312,5.097,1,454,482,298,0.353,0.385,105,1.000,1.000,14.000,0.915,0.129,0.053,0.071,fuego
211.606,92.007,5.224,32.539,23.328,8.685,6.283,6.229,3.625,1,438,338,170,1.667,1.058,101,1.000,1.000,32.000,0.846,0.401,0.366,0.467,fuego
189.039,82.550,2.173,19.374,11.721,3.226,6.081,5.314,2.748,1,234,190,82,2.245,1.311,94,1.000,2.000,74.000,0.490,0.319,0.357,0.357,humo
126.613,48.882,8.385,54.765,30.541,13.760,7.295,6.243,4.143,1,510,370,240,1.333,0.525,69,0.000,2.000,19.000,0.989,0.446,0.424,0.227,humo
52.080,5.847,5.657,13.060,4.675,4.266,5.705,3.996,3.914,0,160,60,54,10.667,0.957,20,3.000,13.000,15.000,0.778,0.382,0.083,0.113,nada
65.062,8.481,6.314,15.910,7.575,5.732,5.932,4.511,4.075,0,250,108,76,8.091,0.764,25,2.000,10.000,20.000,0.857,0.292,0.102,0.312,nada
39.637,6.863,6.371,22.006,11.702,9.011,5.964,4.095,4.055,0,424,248,188,20.000,0.988,13,3.000,18.000,20.000,0.986,0.085,0.436,0.097,nada
60.521,13.853,8.365,39.243,23.505,14.226,6.823,4.963,4.266,0,496,440,370,15.455,0.697,16,2.000,9.000,17.000,0.971,0.436,0.320,0.270,nada
150.784,63.673,10.124,85.994,51.808,15.516,7.482,6.609,4.400,1,500,412,232,4.067,0.254,86,0.000,1.000,15.000,0.989,0.469,0.466,0.308,humo
143.654,68.202,16.517,85.957,68.825,20.854,7.223,6.868,5.162,0,478,482,268,4.059,0.290,30,1.000,1.000,8.000,0.952,0.367,0.284,0.310,fuego
